App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Primary Genres,Secondary Genres
daily News,NEWS_AND_MAGAZINES,4.5,26411,26000000.0,1000000,Free,0.0,1,News & Magazines,26-Mar-18,2.3.2,4.1 and up,News & Magazines,
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11000000.0,1000000,Free,0.0,2,News & Magazines,2-Aug-18,2.71,4.1 and up,News & Magazines,
Wireless news,NEWS_AND_MAGAZINES,3.5,6066,56000000.0,1000000,Free,0.0,1,News & Magazines,16-Apr-18,2.1.4,4.4 and up,News & Magazines,
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25000000.0,10000000,Free,0.0,3,News & Magazines,6-Aug-18,5.17,4.4 and up,News & Magazines,
BaBe - Read News,NEWS_AND_MAGAZINES,4.3,355921,17000000.0,10000000,Free,0.0,2,News & Magazines,1-Aug-18,9.1.4,4.0 and up,News & Magazines,
Nigeria News NAIJ.com,NEWS_AND_MAGAZINES,4.3,37882,9100000.0,1000000,Free,0.0,2,News & Magazines,1-Jun-18,8.2.9,4.0.3 and up,News & Magazines,
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,11000000.0,10000000,Free,0.0,2,News & Magazines,13-Jul-18,5.2.5,4.1 and up,News & Magazines,
BaBe Lite - Read Quota Saving News,NEWS_AND_MAGAZINES,4.5,9548,15000000.0,1000000,Free,0.0,1,News & Magazines,1-Aug-18,6.6.4,4.0 and up,News & Magazines,
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9700000.0,500000,Free,0.0,1,News & Magazines,25-Jul-18,5.8.0,4.1 and up,News & Magazines,
Bengali Newspaper - The first L.,NEWS_AND_MAGAZINES,4.0,11908,5500000.0,1000000,Free,0.0,1,News & Magazines,1-Jul-18,8.3,4.1 and up,News & Magazines,
"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,185058,6700000.0,10000000,Free,0.0,2,News & Magazines,1-Aug-18,3.1.6.9,4.1 and up,News & Magazines,
BBC Persian | BBC Farsi News,NEWS_AND_MAGAZINES,4.3,978,2900000.0,100000,Free,0.0,1,News & Magazines,12-May-18,1.8.2,4.0.3 and up,News & Magazines,
Google News,NEWS_AND_MAGAZINES,3.9,877635,13000000.0,1000000000,Free,0.0,2,News & Magazines,1-Aug-18,5.2.0,4.4 and up,News & Magazines,
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,8500000.0,10000000,Free,0.0,2,News & Magazines,31-Jul-18,4.2.2254.129147,Varies with device,News & Magazines,
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,25000000.0,10000000,Free,0.0,4,News & Magazines,6-Aug-18,6.7.3,4.0 and up,News & Magazines,
"Pulse Nabd - World News, Urgent",NEWS_AND_MAGAZINES,4.5,357944,12000000.0,10000000,Free,0.0,1,News & Magazines,12-Jul-18,9.1,4.1 and up,News & Magazines,
Asahi Shimbun Digital,NEWS_AND_MAGAZINES,3.1,735,6300000.0,500000,Free,0.0,1,News & Magazines,25-Jul-18,6.3.0,4.0.3 and up,News & Magazines,
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6300000.0,500000,Free,0.0,1,News & Magazines,19-Jul-18,8.0.6,4.1 and up,News & Magazines,
Sky News,NEWS_AND_MAGAZINES,4.0,30287,19000000.0,1000000,Free,0.0,3,News & Magazines,3-Aug-18,4.11.0.611033,4.1 and up,News & Magazines,
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31000000.0,1000000,Free,0.0,3,News & Magazines,30-Jul-18,18.201.01,5.0 and up,News & Magazines,
"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,9000000.0,5000000,Free,0.0,2,News & Magazines,6-Aug-18,2.2.1,4.0.3 and up,News & Magazines,
Apple Daily Apple News,NEWS_AND_MAGAZINES,3.4,41490,25000000.0,5000000,Free,0.0,2,News & Magazines,24-Jul-18,4.6.0,4.1 and up,News & Magazines,
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4600000.0,50000,Free,0.0,1,News & Magazines,5-Aug-18,1.9.0,4.1 and up,News & Magazines,
РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8000000.0,1000000,Free,0.0,1,News & Magazines,6-Aug-18,4.0.6,4.4 and up,News & Magazines,
Tencent News,NEWS_AND_MAGAZINES,4.0,7006,23000000.0,1000000,Free,0.0,1,News & Magazines,31-Jul-18,5.6.40,4.0 and up,News & Magazines,
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9800000.0,1000000,Free,0.0,1,News & Magazines,4-Aug-18,7.5.0,4.1 and up,News & Magazines,
Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,8700000.0,1000000,Free,0.0,1,News & Magazines,30-Jul-18,3.12.0,4.4 and up,News & Magazines,
Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12000000.0,1000000,Free,0.0,1,News & Magazines,16-Mar-18,3.0.42,4.1 and up,News & Magazines,
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10000000.0,5000000,Free,0.0,2,News & Magazines,3-Aug-18,3.53.2,4.1 and up,News & Magazines,
Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19000000.0,1000000,Free,0.0,2,News & Magazines,25-Jul-18,4.1.0.72,4.0 and up,News & Magazines,
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6600000.0,500000,Free,0.0,2,News & Magazines,7-Jun-18,4.10.0,4.4 and up,News & Magazines,
Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14000000.0,10000,Free,0.0,1,News & Magazines,22-Jul-18,3.000.1,4.2 and up,News & Magazines,
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8600000.0,1000000,Free,0.0,1,News & Magazines,18-Jul-18,5.14.0,4.0.3 and up,News & Magazines,
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13000000.0,5000000,Free,0.0,2,News & Magazines,30-Jul-18,5.38,4.4 and up,News & Magazines,
LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10000000.0,100000,Free,0.0,1,News & Magazines,24-Apr-18,4.0.1,4.2 and up,News & Magazines,
World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7500000.0,1000000,Free,0.0,4,News & Magazines,17-Sep-17,3.1.9,4.1 and up,News & Magazines,
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36000000.0,1000000,Free,0.0,3,News & Magazines,2-Aug-18,4.4.2.19,4.1 and up,News & Magazines,
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8200000.0,1000000,Free,0.0,3,News & Magazines,3-Aug-18,2.42.1.9,4.4 and up,News & Magazines,
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22000000.0,5000000,Free,0.0,2,News & Magazines,25-Jul-18,6.5.1725,4.1 and up,News & Magazines,
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23000000.0,10000000,Free,0.0,3,News & Magazines,1-Aug-18,6.19.5,4.4 and up,News & Magazines,
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14000000.0,1000000,Free,0.0,2,News & Magazines,6-Aug-18,3.5.13,4.0.3 and up,News & Magazines,
Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25000000.0,1000000,Free,0.0,3,News & Magazines,6-Jun-18,3.4.4,4.1 and up,News & Magazines,
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27000000.0,10000000,Free,0.0,1,News & Magazines,25-Jul-18,5.9.1.1347176.a3ca6ab274,4.4 and up,News & Magazines,
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35000000.0,1000000,Free,0.0,3,News & Magazines,6-Jun-18,3.19.11,5.0 and up,News & Magazines,
Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8600000.0,500000,Free,0.0,4,News & Magazines,16-Jun-18,16.3,4.1 and up,News & Magazines,
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4600000.0,1000000,Free,0.0,3,News & Magazines,25-May-17,4.4.3,4.0 and up,News & Magazines,
HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12000000.0,1000000,Free,0.0,3,News & Magazines,3-Aug-18,19.2.8,4.4 and up,News & Magazines,
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18000000.0,10000000,Free,0.0,2,News & Magazines,28-Jul-18,9.2.3,4.0 and up,News & Magazines,
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3100000.0,10000000,Free,0.0,1,News & Magazines,3-Aug-18,5.1.10,2.2 and up,News & Magazines,
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14000000.0,1000000,Free,0.0,3,News & Magazines,24-May-18,3.1.12,4.1 and up,News & Magazines,
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23000000.0,1000000,Free,0.0,3,News & Magazines,29-Jun-18,3.9.0,4.1 and up,News & Magazines,
NPR One,NEWS_AND_MAGAZINES,3.9,13217,8800000.0,1000000,Free,0.0,2,News & Magazines,3-Aug-18,1.8.7.0,5.0 and up,News & Magazines,
Pocket,NEWS_AND_MAGAZINES,4.5,256680,12000000.0,10000000,Free,0.0,1,News & Magazines,24-Jul-18,6.7.15.7,4.0.3 and up,News & Magazines,
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,22000000.0,10000000,Free,0.0,1,Maps & Navigation,26-Jul-18,7.0.1,4.0 and up,Maps & Navigation,
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43000000.0,1000000,Free,0.0,1,Maps & Navigation,26-Jun-18,6.2.0,4.1 and up,Maps & Navigation,
GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,33000000.0,50000000,Free,0.0,1,Maps & Navigation,26-Jul-18,17.4.11,4.0.3 and up,Maps & Navigation,
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32000000.0,500000,Free,0.0,1,Maps & Navigation,25-Jul-18,4.8.1,4.1 and up,Maps & Navigation,
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6800000.0,1000000,Free,0.0,1,Maps & Navigation,24-Jul-18,4.3,5.0 and up,Maps & Navigation,
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4000000.0,1000000,Free,0.0,1,Maps & Navigation,3-Aug-18,3.2.2,4.0.3 and up,Maps & Navigation,
Compass,MAPS_AND_NAVIGATION,4.3,286454,3700000.0,10000000,Free,0.0,1,Maps & Navigation,9-Aug-16,2.1.2,2.3 and up,Maps & Navigation,
Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3400000.0,100000,Free,0.0,1,Maps & Navigation,26-May-18,116,4.1 and up,Maps & Navigation,
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48000000.0,5000000,Free,0.0,1,Maps & Navigation,7-Aug-18,18.0.2,4.4 and up,Maps & Navigation,
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7700000.0,1000000,Free,0.0,1,Maps & Navigation,6-Nov-17,2.4.1,4.0.3 and up,Maps & Navigation,
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60000000.0,1000000,Free,0.0,1,Maps & Navigation,4-May-18,2.10.06,5.0 and up,Maps & Navigation,
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60000000.0,1000000,Free,0.0,1,Maps & Navigation,3-Aug-18,04.08.00,4.4 and up,Maps & Navigation,
Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5600000.0,1000000,Free,0.0,1,Maps & Navigation,1-Aug-18,5.1.0 free,4.0 and up,Maps & Navigation,
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5200000.0,100000,Free,0.0,1,Maps & Navigation,26-Jun-18,1.39,4.1 and up,Maps & Navigation,
Snapp,MAPS_AND_NAVIGATION,4.5,37937,25000000.0,1000000,Free,0.0,1,Maps & Navigation,1-Aug-18,3.6.7,4.0.3 and up,Maps & Navigation,
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3300000.0,1000000,Free,0.0,1,Maps & Navigation,3-Aug-18,10,4.1 and up,Maps & Navigation,
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29000000.0,5000000,Free,0.0,1,Maps & Navigation,28-Jul-18,7.16.8,4.0.3 and up,Maps & Navigation,
Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49000000.0,1000000,Free,0.0,1,Maps & Navigation,26-Jul-18,3.0.2,4.1 and up,Maps & Navigation,
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3600000.0,1000000,Free,0.0,1,Maps & Navigation,17-Jul-18,4.7.5,4.0.3 and up,Maps & Navigation,
Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48000000.0,5000000,Free,0.0,1,Maps & Navigation,1-Aug-18,5.44.1,4.1 and up,Maps & Navigation,
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5400000.0,1000000,Free,0.0,1,Maps & Navigation,31-Jul-18,2.7.2,4.0 and up,Maps & Navigation,
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18000000.0,5000000,Free,0.0,1,Maps & Navigation,9-Jul-18,3.1.0,4.0 and up,Maps & Navigation,
GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3200000.0,1000000,Free,0.0,1,Maps & Navigation,26-Jul-18,2.0.0,4.2 and up,Maps & Navigation,
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,11000000.0,5000000,Free,0.0,1,Maps & Navigation,6-Jul-18,6.2.3,4.1 and up,Maps & Navigation,
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8500000.0,1000000,Free,0.0,1,Maps & Navigation,26-Apr-18,5.2.10,4.1 and up,Maps & Navigation,
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24000000.0,1000000,Free,0.0,1,Maps & Navigation,19-Feb-18,5.4 (30),4.0 and up,Maps & Navigation,
Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,26000000.0,10000000,Free,0.0,1,Maps & Navigation,17-Jul-18,4.76,4.0 and up,Maps & Navigation,
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14000000.0,100000,Free,0.0,1,Maps & Navigation,2-Nov-17,2.4.1,4.1 and up,Maps & Navigation,
hum app,MAPS_AND_NAVIGATION,4.4,10218,78000000.0,1000000,Free,0.0,1,Maps & Navigation,31-Jul-18,5.072.1830.2,4.2 and up,Maps & Navigation,
National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7000000.0,1000000,Free,0.0,1,Maps & Navigation,24-May-18,9.3.3,4.0.3 and up,Maps & Navigation,
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9200000.0,1000000,Free,0.0,1,Maps & Navigation,9-Apr-18,1.7.3,4.0.3 and up,Maps & Navigation,
aa,FAMILY,4.2,886418,6500000.0,50000000,Free,0.0,1,Strategy,30-Jun-18,1.7.3,4.1 and up,Strategy,
A Call From Santa Claus!,FAMILY,3.9,3720,11000000.0,1000000,Free,0.0,1,Entertainment,4-Dec-16,4.2.3,4.0.3 and up,Entertainment,
Rope Hero Return of a Legend,GAME,4.3,9951,96000000.0,1000000,Free,0.0,4,Arcade,26-Aug-16,1,2.3 and up,Arcade,
A Word A Day,FAMILY,3.7,2398,2900000.0,500000,Free,0.0,1,Education,5-Jan-17,5.8,4.0 and up,Education,
Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24000000.0,10000000,Free,0.0,1,Adventure,14-Jun-18,1.2.1.49,4.0 and up,Adventure,
Akinator,FAMILY,4.3,1805398,55000000.0,50000000,Free,0.0,2,Entertainment,11-Jun-18,6.5.2,4.4 and up,Entertainment,
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74000000.0,5000000,Free,0.0,2,Simulation,22-Apr-18,8.6,4.0 and up,Simulation,
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15000000.0,1000000,Free,0.0,1,Entertainment,27-Jul-18,1.3.13,4.1 and up,Entertainment,
A+ Mobile,FINANCE,3.9,730,6300000.0,10000,Free,0.0,1,Finance,26-Jun-18,5.4.4,4.4 and up,Finance,
Build a Bridge!,FAMILY,4.6,263454,74000000.0,10000000,Free,0.0,1,Puzzle,2-Aug-18,2.1.1,4.1 and up,Puzzle,
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14000000.0,500000,Free,0.0,1,Puzzle,16-Jun-17,4.1.1,4.1 and up,Puzzle,
CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14000000.0,10000,Free,0.0,1,Education,11-Jul-18,4.5.2,4.4 and up,Education,
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5700000.0,10000,Free,0.0,1,Education,19-Apr-18,2.0.7,4.1 and up,Education,
Create A Superhero HD,FAMILY,3.3,8642,19000000.0,500000,Free,0.0,2,Casual,30-Dec-17,4.0.4,2.3 and up,Casual,
Super Mario Run,GAME,3.7,1221896,70000000.0,100000000,Free,0.0,1,Action,12-Jul-18,3.0.11,4.2 and up,Action,
STARDOM: THE A-LIST,GAME,4.5,152658,29000000.0,1000000,Free,0.0,2,Adventure,12-Sep-14,2.1.8,2.1 and up,Adventure,
LokLok: Draw on a Lock Screen,COMMUNICATION,4.1,14766,16000000.0,500000,Free,0.0,2,Communication,20-Sep-17,0.81 beta,4.0.3 and up,Communication,
Photo Warp,FAMILY,3.7,353342,13000000.0,50000000,Free,0.0,1,Entertainment,24-Nov-17,2.0.7,4.0 and up,Entertainment,
CompTIA Exam Training,FAMILY,4.8,3053,17000000.0,50000,Free,0.0,1,Education,3-Jul-18,1.7,4.2 and up,Education,
Asphalt 8: Airborne,GAME,4.5,8389714,92000000.0,100000000,Free,0.0,2,Racing,4-Jul-18,3.7.1a,4.0.3 and up,Racing,
Basketball Stars,SPORTS,4.4,867920,45000000.0,10000000,Free,0.0,1,Sports,14-Jul-18,1.16.2,4.0.3 and up,Sports,
Lep's World 2 🍀🍀,GAME,4.3,798522,57000000.0,100000000,Free,0.0,3,Arcade,7-Jun-18,1.9.8.0,4.1 and up,Arcade,
Wolfify - Be a Werewolf,FAMILY,3.8,6760,26000000.0,500000,Free,0.0,1,Entertainment,11-Jun-15,1.4.6,3.2 and up,Entertainment,
Law of Creation: A Playable Manga,GAME,4.5,13118,47000000.0,500000,Free,0.0,2,Adventure,25-Jun-18,1.0.19,4.0.3 and up,Adventure,
Real City Car Driver,GAME,3.7,413609,22000000.0,10000000,Free,0.0,4,Racing,1-Aug-18,2.8,4.1 and up,Racing,
Rolling Sky,GAME,4.5,1117212,50000000.0,50000000,Free,0.0,1,Board,3-Aug-18,Varies with device,4.0.3 and up,Board,
Gymnastics Superstar - Spin your way to gold!,FAMILY,4.6,305765,34000000.0,10000000,Free,0.0,1,Role Playing,31-Jul-18,1.1.7,4.1 and up,Role Playing,
SuperCity: Build a Story,FAMILY,4.4,98324,70000000.0,1000000,Free,0.0,1,Simulation,28-Jul-18,1.19.1,4.1 and up,Simulation,
4 in a row,GAME,4.3,47698,4100000.0,5000000,Free,0.0,1,Board,12-Apr-16,1.0.21,1.5 and up,Board,
Four In A Line Free,GAME,4.3,133195,11000000.0,5000000,Free,0.0,1,Board,11-Jun-18,1.58,4.1 and up,Board,
Like A Boss,FAMILY,4.4,17069,94000000.0,500000,Free,0.0,3,Role Playing,1-Aug-18,1.0.17.2,5.0 and up,Role Playing,
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24000000.0,10000000,Free,0.0,1,Productivity,23-Jul-18,4.5.19,4.4 and up,Productivity,
Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56000000.0,500000,Free,0.0,3,Simulation,7-Feb-18,1.0.1,4.0 and up,Simulation,
Dragon Sim Online: Be A Dragon,FAMILY,4.6,111741,66000000.0,5000000,Free,0.0,2,Simulation,27-Feb-18,5.4,4.0 and up,Simulation,
Fortune City - A Finance App,FINANCE,4.6,49275,91000000.0,500000,Free,0.0,1,Finance,17-Jul-18,2.0.3.1,4.4 and up,Finance,
Draw A Stickman,GAME,3.4,29265,17000000.0,1000000,Free,0.0,1,Adventure,19-May-17,1.1.0,4.0.3 and up,Adventure,
Be A Legend: Soccer,SPORTS,3.8,85763,21000000.0,1000000,Free,0.0,1,Sports,24-Aug-15,2.8.0.17,3.0 and up,Sports,
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81000000.0,5000000,Free,0.0,3,Simulation,22-Apr-18,3.7,4.0 and up,Simulation,
Four In A Line,GAME,3.8,22191,3000000.0,1000000,Free,0.0,1,Board,4-May-15,1.1,2.3 and up,Board,
Tik Tok - including musical.ly,SOCIAL,4.4,5637451,59000000.0,100000000,Free,0.0,2,Social,3-Aug-18,8.0.0,4.1 and up,Social,
Disney Magic Timer by Oral-B,FAMILY,3.9,31061,83000000.0,1000000,Free,0.0,1,Health & Fitness;Action & Adventure,16-Jun-18,4.0.6,4.2 and up,Health & Fitness,Action & Adventure
B-Messenger Video Chat,SOCIAL,4.1,12495,19000000.0,1000000,Free,0.0,4,Social,19-Aug-17,7.1.1,2.3 and up,Social,
Bestie - Camera360 Selfie,PHOTOGRAPHY,4.5,512996,23000000.0,10000000,Free,0.0,1,Photography,2-Aug-18,4.0.3.5,4.1 and up,Photography,
B,FINANCE,3.7,800,32000000.0,50000,Free,0.0,1,Finance,21-Jun-18,2.16.5426,4.4 and up,Finance,
BIGO LIVE - Live Stream,SOCIAL,4.4,2349421,39000000.0,100000000,Free,0.0,2,Social,27-Jul-18,4.1.0,4.0 and up,Social,
B-BLE(BLE4.0 Scan),TOOLS,3.8,159,7500000.0,10000,Free,0.0,1,Tools,20-Apr-18,5.5,5.0 and up,Tools,
Cardi B Piano Game,GAME,3.1,50,7400000.0,10000,Free,0.0,1,Music,15-Nov-17,2,4.0 and up,Music,
ADS-B Driver,TOOLS,5.0,2,6300000.0,100,Paid,1.99,1,Tools,15-May-18,1.19,4.4 and up,Tools,
MORTAL KOMBAT X,GAME,4.4,3039889,18000000.0,10000000,Free,0.0,4,Action,27-Jun-18,1.18.2,4.0 and up,Action,
B-17 Flying Fortress WWII LWP,PERSONALIZATION,0.0,7,14000000.0,100,Paid,1.49,1,Personalization,22-Dec-16,1,4.1 and up,Personalization,
B.GOOD,FOOD_AND_DRINK,2.9,155,20000000.0,10000,Free,0.0,1,Food & Drink,4-Apr-18,4.94.19,4.1 and up,Food & Drink,
Oral-B App,HEALTH_AND_FITNESS,3.3,14210,96000000.0,1000000,Free,0.0,1,Health & Fitness,19-Jul-18,6.0.1,5.0 and up,Health & Fitness,
Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,35000000.0,5000,Paid,1.99,1,Personalization,22-Oct-16,2.2,2.0 and up,Personalization,
Next Launcher 3D Theme Hit-B,PERSONALIZATION,4.4,83,8600000.0,1000,Paid,1.7,1,Personalization,16-Aug-15,1.05,2.2 and up,Personalization,
Pixel Gun 3D: Survival shooter & Battle Royale,GAME,4.5,4487182,55000000.0,50000000,Free,0.0,2,Action,4-Jul-18,15.1.2,4.0.3 and up,Action,
B-52 Spirits of Glory Deluxe,GAME,4.3,12,29000000.0,100,Paid,0.99,1,Arcade,2-Sep-17,1.5.9,2.3 and up,Arcade,
Servers Ultimate Pack B,TOOLS,4.3,668,13000000.0,50000,Free,0.0,1,Tools,31-Mar-16,2.1.8,2.1 and up,Tools,
Air Transat CinePlus B,TRAVEL_AND_LOCAL,2.2,83,6700000.0,50000,Free,0.0,1,Travel & Local,5-Jul-18,1.0.17.3905,4.4 and up,Travel & Local,
Hay Day,FAMILY,4.5,10053186,94000000.0,100000000,Free,0.0,1,Casual,28-Jun-18,1_39_93,4.0.3 and up,Casual,
B-Grade Renegade,GAME,3.9,24,64000000.0,1000,Paid,1.99,2,Action,17-Oct-17,0.8.17,3.2 and up,Action,
CARDI B WALLPAPERS,PERSONALIZATION,4.1,8,4500000.0,1000,Free,0.0,1,Personalization,21-May-18,3.1,4.0.3 and up,Personalization,
Plan B,MAPS_AND_NAVIGATION,3.3,19,6000000.0,5000,Free,0.0,1,Maps & Navigation,12-Jul-17,1.2,4.3 and up,Maps & Navigation,
B Tiff Viewer,PHOTOGRAPHY,4.1,283,7400000.0,100000,Free,0.0,1,Photography,12-May-18,1.1.7.4,4.0 and up,Photography,
Cardi B Wallpaper,ART_AND_DESIGN,4.8,253,3700000.0,50000,Free,0.0,1,Art & Design,1-Nov-17,1.0.0,4.0 and up,Art & Design,
A & B Taxi,MAPS_AND_NAVIGATION,4.1,41,25000000.0,1000,Free,0.0,1,Maps & Navigation,4-Jul-18,0.19.13-SPECTRUM,4.0.3 and up,Maps & Navigation,
Cardi B HD Wallpapers Lock Screen,PERSONALIZATION,4.5,2,10000000.0,500,Free,0.0,4,Personalization,10-Jun-18,1.3,4.0.3 and up,Personalization,
CURSUM B,GAME,0.0,30,26000000.0,500,Paid,0.99,1,Racing,20-Jun-17,1.0.0,2.3 and up,Racing,
Learn C [NEW],FAMILY,4.5,349,11000000.0,50000,Free,0.0,1,Education,16-Mar-18,2.1.1,4.0 and up,Education,
Mobile C [ C/C++ Compiler ],FAMILY,4.3,4624,78000000.0,100000,Free,0.0,1,Education,7-Jul-18,2.5.1,4.0.3 and up,Education,
Critical Ops,GAME,4.4,1397944,50000000.0,10000000,Free,0.0,2,Action,31-Jul-18,0.9.10.f96,4.4 and up,Action,
CL Mobile - Classifieds for Craigslist,SHOPPING,4.4,27275,8300000.0,1000000,Free,0.0,2,Shopping,30-Jul-18,27500000,4.1 and up,Shopping,
C Locker Pro,PERSONALIZATION,4.2,1531,7700000.0,10000,Paid,2.99,1,Personalization,5-Dec-17,8.3.4,4.1 and up,Personalization,
C Programs and Reference,BOOKS_AND_REFERENCE,4.2,873,2500000.0,50000,Free,0.0,1,Books & Reference,31-Jul-14,2.2,2.1 and up,Books & Reference,
C Programming Zone,FAMILY,4.6,1218,4000000.0,50000,Free,0.0,1,Education,13-May-17,3,4.0.3 and up,Education,
C Offline Tutorial,BOOKS_AND_REFERENCE,4.7,88,4200000.0,1000,Free,0.0,1,Books & Reference,8-Dec-17,1.0.1,4.1 and up,Books & Reference,
Neon Glow C - Icon Pack,PERSONALIZATION,4.8,557,74000000.0,10000,Paid,0.99,1,Personalization,27-Jul-18,4.5.0,4.0.3 and up,Personalization,
All C Programs,FAMILY,4.7,2387,6900000.0,100000,Free,0.0,1,Education,9-Jun-18,2.5.1,4.1 and up,Education,
C by GE,LIFESTYLE,1.7,686,6600000.0,10000,Free,0.0,1,Lifestyle,11-Jul-18,4.1.07,4.3 and up,Lifestyle,
CPlus for Craigslist - Officially Licensed,LIFESTYLE,4.5,8096,16000000.0,1000000,Free,0.0,4,Lifestyle,3-Aug-18,1.6.4,4.1 and up,Lifestyle,
